Element Type,Element Name,Description,Identifier,Data Type
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: orders, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: orders, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: orders, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: orders, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: orders, Argument: reverse",GraphQL::Types::Boolean
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: orders, Argument: sortKey",#<Class:0x0000000105576600>
Argument,query,"Supported filter parameters:
 - `cart_token`
 - `channel`
 - `channel_id`
 - `chargeback_status`
 - `checkout_token`
 - `confirmation_number`
 - `created_at`
 - `credit_card_last4`
 - `customer_id`
 - `delivery_method`
 - `discount_code`
 - `earliest_fulfill_by`
 - `email`
 - `financial_status`
 - `fraud_protection_level`
 - `fulfillment_location_id`
 - `fulfillment_status`
 - `gateway`
 - `location_id`
 - `name`
 - `payment_id`
 - `payment_provider_id`
 - `po_number`
 - `processed_at`
 - `reference_location_id`
 - `return_status`
 - `risk_level`
 - `sales_channel`
 - `sku`
 - `source_identifier`
 - `source_name`
 - `status`
 - `tag`
 - `tag_not`
 - `test`
 - `updated_at`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: orders, Argument: query",GraphQL::Types::String
Field,paymentSettings,The shop's settings related to payments.,"Type: , Field: paymentSettings",#<GraphQL::Schema::NonNull:0x00000001047933d0>
Field,pendingOrderCount,Number of pending orders on the shop.,"Type: , Field: pendingOrderCount",#<GraphQL::Schema::NonNull:0x0000000104791ff8>
Field,plan,The shop's billing plan.,"Type: , Field: plan",#<GraphQL::Schema::NonNull:0x0000000106a90bf8>
Field,priceRuleSavedSearches,List of the shop's price rule saved searches.,"Type: , Field: priceRuleSavedSearches",#<GraphQL::Schema::NonNull:0x000000010477e958>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: priceRuleSavedSearches, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: priceRuleSavedSearches, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: priceRuleSavedSearches, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: priceRuleSavedSearches, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: priceRuleSavedSearches, Argument: reverse",GraphQL::Types::Boolean
Field,priceRules,List of the shop’s price rules.,"Type: , Field: priceRules",#<GraphQL::Schema::NonNull:0x00000001047767d0>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: priceRules, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: priceRules, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: priceRules, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: priceRules, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: priceRules, Argument: reverse",GraphQL::Types::Boolean
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: priceRules, Argument: sortKey",#<Class:0x00000001064773c0>
Argument,query,"Supported filter parameters:
 - `combines_with`
 - `created_at`
 - `discount_type`
 - `ends_at`
 - `starts_at`
 - `status`
 - `times_used`
 - `title`
 - `updated_at`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: priceRules, Argument: query",GraphQL::Types::String
Argument,savedSearchId,"The ID of an existing saved search.
The search’s query string is used as the query argument.
Refer to [SavedSearch](https://shopify.dev/api/admin-graphql/latest/objects/savedsearch).
","Type: , Field: priceRules, Argument: savedSearchId",GraphQL::Types::ID
Field,primaryDomain,The primary domain of the shop's online store.,"Type: , Field: primaryDomain",#<GraphQL::Schema::NonNull:0x0000000104732aa8>
Field,privateMetafield,Returns a private metafield by namespace and key that belongs to the resource.,"Type: , Field: privateMetafield",#<Class:0x0000000106473a40>
Argument,namespace,The namespace for the private metafield.,"Type: , Field: privateMetafield, Argument: namespace",#<GraphQL::Schema::NonNull:0x0000000103c4a488>
Argument,key,The key for the private metafield.,"Type: , Field: privateMetafield, Argument: key",#<GraphQL::Schema::NonNull:0x0000000104effec0>
Field,privateMetafields,List of private metafields that belong to the resource.,"Type: , Field: privateMetafields",#<GraphQL::Schema::NonNull:0x0000000104effbc8>
Argument,namespace,Filter the private metafields by namespace.,"Type: , Field: privateMetafields, Argument: namespace",GraphQL::Types::String
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: privateMetafields, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: privateMetafields, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: privateMetafields, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: privateMetafields, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: privateMetafields, Argument: reverse",GraphQL::Types::Boolean
Field,productByHandle,Return a product by its handle.,"Type: , Field: productByHandle",#<Class:0x000000010649f820>
Argument,handle,"A unique string that identifies the product. Handles are automatically generated based on the product's title, and are always lowercase. Whitespace and special characters are replaced with a hyphen: `-`. If there are multiple consecutive whitespace or special characters, then they're replaced with a single hyphen. Whitespace or special characters at the beginning are removed. If a duplicate product title is used, then the handle is auto-incremented by one. For example, if you had two products called `Potion`, then their handles would be `potion` and `potion-1`. After a product has been created, changing the product title doesn't update the handle.","Type: , Field: productByHandle, Argument: handle",#<GraphQL::Schema::NonNull:0x0000000104efb118>
Field,productImages,The list of all images of all products for the shop.,"Type: , Field: productImages",#<GraphQL::Schema::NonNull:0x0000000104efa718>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: productImages, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: productImages, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: productImages, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: productImages, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: productImages, Argument: reverse",GraphQL::Types::Boolean
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: productImages, Argument: sortKey",#<Class:0x00000001064d9e30>
Field,productSavedSearches,List of the shop's product saved searches.,"Type: , Field: productSavedSearches",#<GraphQL::Schema::NonNull:0x0000000104ef4250>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: productSavedSearches, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: productSavedSearches, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: productSavedSearches, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: productSavedSearches, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: productSavedSearches, Argument: reverse",GraphQL::Types::Boolean
Field,productTags,A list of tags that have been added to products.,"Type: , Field: productTags",#<GraphQL::Schema::NonNull:0x0000000106a90f18>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: productTags, Argument: first",#<GraphQL::Schema::NonNull:0x0000000104edfb20>
Field,productTypes,The list of types added to products.,"Type: , Field: productTypes",#<GraphQL::Schema::NonNull:0x0000000106a90f18>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: productTypes, Argument: first",#<GraphQL::Schema::NonNull:0x0000000104ede310>
Field,productVariants,List of the shop's product variants.,"Type: , Field: productVariants",#<GraphQL::Schema::NonNull:0x0000000104edde60>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: productVariants, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: productVariants, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: productVariants, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: productVariants, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: productVariants, Argument: reverse",GraphQL::Types::Boolean
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: productVariants, Argument: sortKey",#<Class:0x000000010647ee40>
Argument,query,"Supported filter parameters:
 - `barcode`
 - `collection`
 - `delivery_profile_id`
 - `exclude_composite`
 - `exclude_variants_with_components`
 - `gift_card`
 - `inventory_quantity`
 - `location_id`
 - `managed`
 - `managed_by`
 - `option1`
 - `option2`
 - `option3`
 - `product_id`
 - `product_status`
 - `product_type`
 - `publishable_status`
 - `published_status`
 - `requires_components`
 - `sku`
 - `tag`
 - `tag_not`
 - `taxable`
 - `title`
 - `updated_at`
 - `vendor`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: productVariants, Argument: query",GraphQL::Types::String
Field,productVendors,The list of vendors added to products.,"Type: , Field: productVendors",#<GraphQL::Schema::NonNull:0x0000000106a90f18>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: productVendors, Argument: first",#<GraphQL::Schema::NonNull:0x0000000104ed71c8>
Field,products,List of the shop's products.,"Type: , Field: products",#<GraphQL::Schema::NonNull:0x0000000104ed6ae8>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: products, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: products, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: products, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: products, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: products, Argument: reverse",GraphQL::Types::Boolean
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: products, Argument: sortKey",#<Class:0x000000010651e3a0>
Argument,query,"Supported filter parameters:
 - `barcode`
 - `bundles`
 - `created_at`
 - `delivery_profile_id`
 - `error_feedback`
 - `gift_card`
 - `has_only_composites`
 - `has_only_default_variant`
 - `has_variant_with_components`
 - `id`
 - `inventory_total`
 - `is_price_reduced`
 - `out_of_stock_somewhere`
 - `price`
 - `product_configuration_owner`
 - `product_type`
 - `publishable_status`
 - `published_status`
 - `sku`
 - `status`
 - `tag`
 - `tag_not`
 - `title`
 - `updated_at`
 - `vendor`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: products, Argument: query",GraphQL::Types::String
Argument,savedSearchId,"The ID of an existing saved search.
The search’s query string is used as the query argument.
Refer to [SavedSearch](https://shopify.dev/api/admin-graphql/latest/objects/savedsearch).
","Type: , Field: products, Argument: savedSearchId",GraphQL::Types::ID
Field,publicationCount,The number of publications for the shop.,"Type: , Field: publicationCount",#<GraphQL::Schema::NonNull:0x0000000104e9fd40>
Field,resourceLimits,"The shop's limits for specific resources. For example, the maximum number ofvariants allowed per product, or the maximum number of locations allowed.","Type: , Field: resourceLimits",#<GraphQL::Schema::NonNull:0x0000000106a90a18>
Field,richTextEditorUrl,The URL of the rich text editor that can be used for mobile devices.,"Type: , Field: richTextEditorUrl",#<GraphQL::Schema::NonNull:0x00000001068fcd00>
Field,search,Fetches a list of admin search results by a specified query.,"Type: , Field: search",#<GraphQL::Schema::NonNull:0x0000000104e9e0a8>
Argument,query,The search query to filter by.,"Type: , Field: search, Argument: query",#<GraphQL::Schema::NonNull:0x0000000104e9dce8>
Argument,types,The search result types to filter by.,"Type: , Field: search, Argument: types",#<GraphQL::Schema::List:0x0000000104e9da40>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: search, Argument: first",#<GraphQL::Schema::NonNull:0x0000000104e9d7c0>
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: search, Argument: after",GraphQL::Types::String
Field,searchFilters,The list of search filter options for the shop. These can be used to filter productvisibility for the shop.,"Type: , Field: searchFilters",#<GraphQL::Schema::NonNull:0x0000000104e9d068>
Field,setupRequired,Whether the shop has outstanding setup steps.,"Type: , Field: setupRequired",#<GraphQL::Schema::NonNull:0x0000000104e9c1e0>
Field,shipsToCountries,The list of countries that the shop ships to.,"Type: , Field: shipsToCountries",#<GraphQL::Schema::NonNull:0x0000000104e9ade0>
Field,shopPolicies,The list of all legal policies associated with a shop.,"Type: , Field: shopPolicies",#<GraphQL::Schema::NonNull:0x0000000106a90888>
Field,shopifyPaymentsAccount,"Shopify Payments account information, including balances and payouts.","Type: , Field: shopifyPaymentsAccount",#<Class:0x00000001066301f8>
Field,staffMembers,The paginated list of the shop's staff members.,"Type: , Field: staffMembers",#<GraphQL::Schema::NonNull:0x0000000106a90798>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: staffMembers, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: staffMembers, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: staffMembers, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: staffMembers, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: staffMembers, Argument: reverse",GraphQL::Types::Boolean
Field,storefrontAccessTokens,The storefront access token of a private application. These are scoped per-application.,"Type: , Field: storefrontAccessTokens",#<GraphQL::Schema::NonNull:0x0000000106a906a8>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: storefrontAccessTokens, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: storefrontAccessTokens, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: storefrontAccessTokens, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: storefrontAccessTokens, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: storefrontAccessTokens, Argument: reverse",GraphQL::Types::Boolean
Field,storefrontUrl,The URL of the shop's storefront.,"Type: , Field: storefrontUrl",#<GraphQL::Schema::NonNull:0x00000001068fcd00>
Field,taxShipping,Whether the shop charges taxes for shipping.,"Type: , Field: taxShipping",#<GraphQL::Schema::NonNull:0x0000000104e7df60>
Field,taxesIncluded,Whether applicable taxes are included in the shop's product prices.,"Type: , Field: taxesIncluded",#<GraphQL::Schema::NonNull:0x0000000104e7cf48>
Field,timezoneAbbreviation,The shop's time zone abbreviation.,"Type: , Field: timezoneAbbreviation",#<GraphQL::Schema::NonNull:0x0000000104e7c3b8>
Field,timezoneOffset,The shop's time zone offset.,"Type: , Field: timezoneOffset",#<GraphQL::Schema::NonNull:0x0000000104e7b788>
Field,timezoneOffsetMinutes,The shop's time zone offset expressed as a number of minutes.,"Type: , Field: timezoneOffsetMinutes",#<GraphQL::Schema::NonNull:0x0000000104e7a720>
Field,transactionalSmsDisabled,Whether transactional SMS sent by Shopify have been disabled for a shop.,"Type: , Field: transactionalSmsDisabled",#<GraphQL::Schema::NonNull:0x0000000104e79d20>
Field,translations,The translations associated with the resource.,"Type: , Field: translations",#<GraphQL::Schema::NonNull:0x0000000106936f78>
Argument,locale,Filters translations locale.,"Type: , Field: translations, Argument: locale",#<GraphQL::Schema::NonNull:0x0000000104e790c8>
Argument,marketId,Filters translations by market ID. Use this argument to retrieve content specific to a market.,"Type: , Field: translations, Argument: marketId",GraphQL::Types::ID
Field,unitSystem,The shop's unit system for weights and measures.,"Type: , Field: unitSystem",#<GraphQL::Schema::NonNull:0x0000000106a90568>
Field,uploadedImagesByIds,Fetches a list of images uploaded to the shop by their IDs.,"Type: , Field: uploadedImagesByIds",#<GraphQL::Schema::NonNull:0x0000000104e76cd8>
Argument,imageIds,The IDs of the uploaded images.,"Type: , Field: uploadedImagesByIds, Argument: imageIds",#<GraphQL::Schema::NonNull:0x0000000104e764e0>
Field,url,The URL of the shop's online store.,"Type: , Field: url",#<GraphQL::Schema::NonNull:0x00000001068fcd00>
Field,weightUnit,The shop's primary unit of weight for products and shipping.,"Type: , Field: weightUnit",#<GraphQL::Schema::NonNull:0x0000000106a9e6b8>
Type,,The shop's billing address.,Type: ,N/A
Field,address1,The first line of the address. Typically the street address or PO Box number.,"Type: , Field: address1",GraphQL::Types::String
Field,address2,"The second line of the address. Typically the number of the apartment, suite, or unit.
","Type: , Field: address2",GraphQL::Types::String
Field,city,"The name of the city, district, village, or town.
","Type: , Field: city",GraphQL::Types::String
Field,company,The name of the company or organization.,"Type: , Field: company",GraphQL::Types::String
Field,coordinatesValidated,Whether the address coordinates are valid.,"Type: , Field: coordinatesValidated",#<GraphQL::Schema::NonNull:0x0000000104e73290>
Field,country,"The name of the country.
","Type: , Field: country",GraphQL::Types::String
Field,countryCode,"The two-letter code for the country of the address.

For example, US.
","Type: , Field: countryCode",GraphQL::Types::String
Field,countryCodeV2,"The two-letter code for the country of the address.

For example, US.
","Type: , Field: countryCodeV2",#<Class:0x0000000100b76e10>
Field,firstName,The first name.,"Type: , Field: firstName",GraphQL::Types::String
Field,formatted,"A formatted version of the address, customized by the provided arguments.","Type: , Field: formatted",#<GraphQL::Schema::NonNull:0x00000001050ddd50>
Argument,withCompany,Whether to include the company in the formatted address.,"Type: , Field: formatted, Argument: withCompany",GraphQL::Types::Boolean
Field,formattedArea,"A comma-separated list of the values for city, province, and country.","Type: , Field: formattedArea",GraphQL::Types::String
Field,id,A globally-unique ID.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x00000001050d9728>
Field,lastName,The last name.,"Type: , Field: lastName",GraphQL::Types::String
Field,latitude,The latitude coordinate of the address.,"Type: , Field: latitude",GraphQL::Types::Float
Field,longitude,The longitude coordinate of the address.,"Type: , Field: longitude",GraphQL::Types::Float
Field,name,"The full name, based on firstName and lastName.
","Type: , Field: name",GraphQL::Types::String
Field,phone,"A phone number associated with the address.

Formatted using E.164 standard. For example, _+16135551111_.
","Type: , Field: phone",GraphQL::Types::String
Field,province,"The region of the address, such as the province, state, or district.","Type: , Field: province",GraphQL::Types::String
Field,provinceCode,"The two-letter code for the region.

For example, ON.
","Type: , Field: provinceCode",GraphQL::Types::String
Field,zip,The zip or postal code of the address.,"Type: , Field: zip",GraphQL::Types::String
Type,,"An alert message that appears in the Shopify admin about a problem with a store setting, with an action to take. For example, you could show an alert to ask the merchant to enter their billing information to activate Shopify Plus.
",Type: ,N/A
Field,action,"The text for the button in the alert that links to related information. For example, _Add credit card_.
","Type: , Field: action",#<GraphQL::Schema::NonNull:0x0000000106a903d8>
Field,description,"A description of the alert and further information, such as whether the merchant will be charged.","Type: , Field: description",#<GraphQL::Schema::NonNull:0x00000001050d03f8>
Type,,"An action associated to a shop alert, such as adding a credit card.",Type: ,N/A
Field,title,"The text for the button in the alert. For example, _Add credit card_.","Type: , Field: title",#<GraphQL::Schema::NonNull:0x00000001050beea0>
Field,url,The target URL that the button links to.,"Type: , Field: url",#<GraphQL::Schema::NonNull:0x00000001068fcd00>
Type,,Billing preferences for the shop.,Type: ,N/A
Field,currency,The currency the shop uses to pay for apps and services.,"Type: , Field: currency",#<GraphQL::Schema::NonNull:0x00000001050bd370>
Type,,"Possible branding of a shop.
Branding can be used to define the look of a shop including its styling and logo in the Shopify Admin.
",Type: ,N/A
Enum Value,SHOPIFY_GOLD,Shop has Shopify Gold branding.,"Type: , Enum Value: SHOPIFY_GOLD",N/A
Enum Value,SHOPIFY_PLUS,Shop has Shopify Plus branding.,"Type: , Enum Value: SHOPIFY_PLUS",N/A
Enum Value,ROGERS,Shop has Rogers branding.,"Type: , Enum Value: ROGERS",N/A
Enum Value,SHOPIFY,Shop has Shopify branding.,"Type: , Enum Value: SHOPIFY",N/A
Type,,"Represents the shop's customer account requirement preference.
",Type: ,N/A
Type,,"Represents the feature set available to the shop.
Most fields specify whether a feature is enabled for a shop, and some fields return information
related to specific features.
",Type: ,N/A
Field,avalaraAvatax,Whether a shop has access to Avalara AvaTax.,"Type: , Field: avalaraAvatax",#<GraphQL::Schema::NonNull:0x00000001050ba378>
Field,branding,"The branding of the shop, which influences its look and feel in the Shopify admin.","Type: , Field: branding",#<GraphQL::Schema::NonNull:0x00000001050b97c0>
Field,bundles,Represents the Bundles feature configuration for the shop.,"Type: , Field: bundles",#<GraphQL::Schema::NonNull:0x00000001050b9298>
Field,captcha,Whether a shop's online store can have CAPTCHA protection.,"Type: , Field: captcha",#<GraphQL::Schema::NonNull:0x00000001050b8870>
Field,captchaExternalDomains,Whether a shop's online store can have CAPTCHA protection for domains not managed by Shopify.,"Type: , Field: captchaExternalDomains",#<GraphQL::Schema::NonNull:0x00000001050b7d80>
Field,deliveryProfiles,Whether the delivery profiles functionality is enabled for this shop.,"Type: , Field: deliveryProfiles",#<GraphQL::Schema::NonNull:0x00000001050b6d90>
Field,dynamicRemarketing,Whether a shop has access to the Google Analytics dynamic remarketing feature.,"Type: , Field: dynamicRemarketing",#<GraphQL::Schema::NonNull:0x00000001050b5b70>
Field,eligibleForSubscriptionMigration,Whether a shop can be migrated to use Shopify subscriptions.,"Type: , Field: eligibleForSubscriptionMigration",#<GraphQL::Schema::NonNull:0x00000001050b5508>
Field,eligibleForSubscriptions,Whether a shop is configured properly to sell subscriptions.,"Type: , Field: eligibleForSubscriptions",#<GraphQL::Schema::NonNull:0x00000001050b4b80>
Field,giftCards,Whether a shop can create gift cards.,"Type: , Field: giftCards",#<GraphQL::Schema::NonNull:0x00000001050b4338>
Field,harmonizedSystemCode,"Whether a shop displays Harmonized System codes on products. This is used for customs when shipping
internationally.
","Type: , Field: harmonizedSystemCode",#<GraphQL::Schema::NonNull:0x00000001050b3cd0>
Field,internationalDomains,Whether a shop can enable international domains.,"Type: , Field: internationalDomains",#<GraphQL::Schema::NonNull:0x00000001050b3230>
Field,internationalPriceOverrides,Whether a shop can enable international price overrides.,"Type: , Field: internationalPriceOverrides",#<GraphQL::Schema::NonNull:0x00000001050b2bc8>
Field,internationalPriceRules,Whether a shop can enable international price rules.,"Type: , Field: internationalPriceRules",#<GraphQL::Schema::NonNull:0x00000001050b2380>
Field,legacySubscriptionGatewayEnabled,Whether a shop has enabled a legacy subscription gateway to handle older subscriptions.,"Type: , Field: legacySubscriptionGatewayEnabled",#<GraphQL::Schema::NonNull:0x00000001050b19d0>
Field,liveView,"Whether to show the Live View metrics in the Shopify admin. Live view is hidden from merchants that are on a trial
or don't have a storefront.
","Type: , Field: liveView",#<GraphQL::Schema::NonNull:0x00000001050b12c8>
Field,multiLocation,Whether a shop has multi-location functionality.,"Type: , Field: multiLocation",#<GraphQL::Schema::NonNull:0x00000001050b08c8>
Field,onboardingVisual,Whether a shop has access to the onboarding visual.,"Type: , Field: onboardingVisual",#<GraphQL::Schema::NonNull:0x000000010509fac8>
Field,paypalExpressSubscriptionGatewayStatus,Whether a shop is configured to sell subscriptions with PayPal Express.,"Type: , Field: paypalExpressSubscriptionGatewayStatus",#<GraphQL::Schema::NonNull:0x000000010509efd8>
Field,reports,Whether a shop has access to all reporting features.,"Type: , Field: reports",#<GraphQL::Schema::NonNull:0x000000010509e6a0>
Field,sellsSubscriptions,Whether a shop has ever had subscription products.,"Type: , Field: sellsSubscriptions",#<GraphQL::Schema::NonNull:0x000000010509e088>
Field,shopifyPlus,Whether the shop has a Shopify Plus subscription.,"Type: , Field: shopifyPlus",#<GraphQL::Schema::NonNull:0x000000010509d2f0>
Field,showMetrics,"Whether to show metrics in the Shopify admin. Metrics are hidden for new merchants until they become meaningful.
","Type: , Field: showMetrics",#<GraphQL::Schema::NonNull:0x000000010509c0d0>
Field,storefront,Whether a shop has an online store.,"Type: , Field: storefront",#<GraphQL::Schema::NonNull:0x000000010509b518>
Field,usingShopifyBalance,Whether a shop is using Shopify Balance.,"Type: , Field: usingShopifyBalance",#<GraphQL::Schema::NonNull:0x000000010509b130>
Type,,A locale that's been enabled on a shop.,Type: ,N/A
Field,locale,The locale ISO code.,"Type: , Field: locale",#<GraphQL::Schema::NonNull:0x000000010509a280>
Field,marketWebPresences,The market web presences that use the locale.,"Type: , Field: marketWebPresences",#<GraphQL::Schema::NonNull:0x0000000105099600>
Field,name,The human-readable locale name.,"Type: , Field: name",#<GraphQL::Schema::NonNull:0x0000000105098e58>
Field,primary,Whether the locale is the default locale for the shop.,"Type: , Field: primary",#<GraphQL::Schema::NonNull:0x0000000105098a48>
Field,published,Whether the locale is visible to buyers.,"Type: , Field: published",#<GraphQL::Schema::NonNull:0x0000000105098368>
Type,,Return type for `shopLocaleDisable` mutation.,Type: ,N/A
Field,locale,ISO code of the locale that was deleted.,"Type: , Field: locale",GraphQL::Types::String
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors",#<GraphQL::Schema::NonNull:0x00000001068f5e38>
Type,,Return type for `shopLocaleEnable` mutation.,Type: ,N/A
Field,shopLocale,ISO code of the locale that was enabled.,"Type: , Field: shopLocale",#<Class:0x000000010663d8f8>
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors",#<GraphQL::Schema::NonNull:0x00000001068f5e38>
Type,,"The input fields for a shop locale.
",Type: ,N/A
Type,,Return type for `shopLocaleUpdate` mutation.,Type: ,N/A
Field,shopLocale,The locale that was updated.,"Type: , Field: shopLocale",#<Class:0x000000010663d8f8>
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors",#<GraphQL::Schema::NonNull:0x00000001068f5e38>
Type,,"The billing plan of the shop.
",Type: ,N/A
Field,displayName,The name of the shop's billing plan.,"Type: , Field: displayName",#<GraphQL::Schema::NonNull:0x000000010503cc20>
Field,partnerDevelopment,Whether the shop is a partner development shop for testing purposes.,"Type: , Field: partnerDevelopment",#<GraphQL::Schema::NonNull:0x000000010503ba78>
Field,shopifyPlus,Whether the shop has a Shopify Plus subscription.,"Type: , Field: shopifyPlus",#<GraphQL::Schema::NonNull:0x000000010503b0c8>
Type,,"Policy that a merchant has configured for their store, such as their refund or privacy policy.",Type: ,N/A
Field,body,The text of the policy. The maximum size is 512kb.,"Type: , Field: body",#<GraphQL::Schema::NonNull:0x0000000105038aa8>
Field,id,A globally-unique ID.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x0000000105037dd8>
Field,translations,The translations associated with the resource.,"Type: , Field: translations",#<GraphQL::Schema::NonNull:0x0000000106936f78>
Argument,locale,Filters translations locale.,"Type: , Field: translations, Argument: locale",#<GraphQL::Schema::NonNull:0x0000000105036e38>
Argument,marketId,Filters translations by market ID. Use this argument to retrieve content specific to a market.,"Type: , Field: translations, Argument: marketId",GraphQL::Types::ID
Field,type,The shop policy type.,"Type: , Field: type",#<GraphQL::Schema::NonNull:0x0000000106a90158>
Field,url,The public URL of the policy.,"Type: , Field: url",#<GraphQL::Schema::NonNull:0x00000001068fcd00>
Type,,Possible error codes that can be returned by `ShopPolicyUserError`.,Type: ,N/A
Enum Value,TOO_BIG,The input value is too big.,"Type: , Enum Value: TOO_BIG",N/A
Type,,The input fields required to update a policy.,Type: ,N/A
Type,,Available shop policy types.,Type: ,N/A
Enum Value,REFUND_POLICY,The refund policy.,"Type: , Enum Value: REFUND_POLICY",N/A
Enum Value,SHIPPING_POLICY,The shipping policy.,"Type: , Enum Value: SHIPPING_POLICY",N/A
